event_id,user_id,venue_id,city,country,event_photo,photo_gallery,video_gallery,start_time,end_time,cash_prize,event_type,prize_type,is_cash_prize_available,unlock_fee,unlock_fee_type,description,where_to_find_me,admission_cost,lat,lon,inserted_at,venue_name,venue_address,event_title,participant_nbr,min_scan_nbr,start_time_hours,timezone,start_time_period,duration,input_start_date,is_women_only,is_approval_required,website_link,whatsapp_number,weekly_schedule_frequency,event_image
7113,0.0,667,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.n78CYNuGnWo-B4QKJ8hwDgHaFj%26pid%3D,,,2021-12-18 00:00:00,2021-12-18 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,6.2075,-75.5681,2023-06-26 01:09:50,La Octava Bar,"#37a-49 Calle 8 Medellín, Antioquia 050021 Colombia",Sugar  Babies Medellin Columbia,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7114,0.0,668,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.lol-1A-JDllvqfdxaAmOcQHaEc%26pid%3D,,,2021-12-17 22:00:00,2021-12-18 15:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-23.5518,-46.651,2023-06-26 01:09:50,Lab Club,"523 Rua Augusta Consolação, SP 01305-000 Brazil",Sugar  Babies Sao Paulo Brazil,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7115,0.0,666,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.-aDjxOUHzNHi6RmP8Xl1fwHaE7%26pid%3D,,,2021-12-18 17:00:00,2021-12-18 22:00:00,20.0,,,0.0,0.0,0.0,,,0.00,49.2797,-123.122,2023-06-26 01:09:50,The Roxy Cabaret,"932 Granville Street Vancouver, BC V6Z 1L2 Canada",test,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7116,0.0,670,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.BrzGVFMBwvxmjDE0WcPgDQHaFj%26pid%3D,,,2021-12-24 18:00:00,2021-12-25 11:00:00,20.0,,,0.0,0.0,0.0,,,0.00,50.0865,14.4202,2023-06-26 01:09:50,Black Angel's Bar,29 Staroměstské náměstí 110 00 Praha 1 Czechia,Prague Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7117,0.0,660,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.TNHdB0_ffOxFoCHvEi3CJQHaE8%26pid%3D,,,2021-12-24 18:00:00,2021-12-25 11:00:00,20.0,,,0.0,0.0,0.0,,,0.00,41.3684,2.19015,2023-06-26 01:09:50,W Barcelona,Passeig de Joan de Borbó 08039 Barcelona Spain,Barcelona Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7120,0.0,661,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.explicit.bing.net%2Fth%3Fid%3DOIP.WQgCKkqd1Xf4ovmdkWtFXAHaDt%26,,,2021-12-24 18:00:00,2021-12-25 11:00:00,20.0,,,0.0,0.0,0.0,,,0.00,48.8818,2.33745,2023-06-26 01:09:50,Lulu White Drinking Club,12 Rue Frochot 75009 Paris France,Paris Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7122,0.0,664,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.dz6DKvU0qvl3B9UWU4pfvQHaEa%26pid%3D,,,2021-12-24 19:00:00,2021-12-25 12:00:00,20.0,,,0.0,0.0,0.0,,,0.00,51.5142,-0.145458,2023-06-26 01:09:50,Carwash Nightclub,19 Dering Street London W1S 1AH United Kingdom,London Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7125,0.0,670,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.1JR0s5TzSA6jhP6qDRmitQHaE8%26pid%3D,,,2021-12-24 18:00:00,2021-12-25 11:00:00,20.0,,,0.0,0.0,0.0,,,0.00,44.8139,20.4512,2023-06-26 01:09:50,Hype Belgrade Night Club,46 Karađorđeva 11000 Beograd Serbia,Sugar Babies Belgrade Serbia,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7126,0.0,493,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.opplH1OVa_UlQ7HIM6DUaQHaE8%26pid%3D,,,2021-12-24 17:00:00,2021-12-25 10:00:00,20.0,,,0.0,0.0,0.0,,,0.00,50.4467,30.5111,2023-06-26 01:09:50,Club Rio,30/10 Bohdana Khmel'nyts'koho Street 02000 Kyiv Ukraine,Sugar Babies Kiev Ukraine,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7131,0.0,681,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.aWBwwwhvKbNXBqSFIH954gHaFj%26pid%3D,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-33.8686,151.205,2023-06-26 01:09:50,The Swinging Cat,"44 King Street Sydney, NSW 2000 Australia",Sydney Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7137,0.0,670,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.1JR0s5TzSA6jhP6qDRmitQHaE8%26pid%3D,,,2021-12-19 18:00:00,2021-12-20 11:00:00,20.0,,,0.0,0.0,0.0,,,0.00,44.8139,20.4512,2023-06-26 01:09:50,Hype Belgrade Night Club,46 Karađorđeva 11000 Beograd Serbia,Sugar Babies Belgrade Serbia,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7139,0.0,666,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.-aDjxOUHzNHi6RmP8Xl1fwHaE7%26pid%3D,,,2021-12-20 03:00:00,2021-12-20 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,49.2797,-123.122,2023-06-26 01:09:50,The Roxy Cabaret,"932 Granville Street Vancouver, BC V6Z 1L2 Canada",Sugar  Babies Vancouver,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7142,0.0,682,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.5vY0xoVEMRx5-2tRuV5CqAHaHa%26pid%3D,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-28.1927,153.541,2023-06-26 01:09:50,South Tweed Tavern,"53 Minjungbal Drive Tweed Heads South, NSW 2486 Australia",Tweed Heads Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7143,0.0,683,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.aqbTN5JljzBppusZSGhEjQAAAA%26pid%3D,,,2021-12-24 08:00:00,2021-12-24 13:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-34.923,138.596,2023-06-26 01:09:50,Suzie Wong Bar,"82 Hindley Street Adelaide, SA 5000 Australia",Adelaide Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7144,0.0,684,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.explicit.bing.net%2Fth%3Fid%3DOIP.oU54fU6amDwSNaO5mzlO6QAAAA%26,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-32.7357,151.559,2023-06-26 01:09:50,The Pourhouse,"327 High Street Maitland, NSW 2320 Australia",Maitland Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7145,0.0,685,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Zi6JLTIFHDKfEwYapVliNQHaEK%26pid%3D,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-35.2847,149.124,2023-06-26 01:09:50,High Jinks,"15 Edinburgh Avenue #Basement 2 Canberra, ACT 2601 Australia",Canberra Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7146,0.0,686,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.GT3kYAG0iCsW1woiiRd1KwHaE8%26pid%3D,,,2021-12-24 11:00:00,2021-12-25 04:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-31.9516,115.855,2023-06-26 01:09:50,Prince Lane Bar,"356 Murray Street Perth, WA 6000 Australia",Perth Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7147,0.0,687,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.ZKPGafMDbzBZLPaDAnDCIwHaDt%26pid%3D,,,2021-12-24 09:00:00,2021-12-25 02:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-27.4645,153.013,2023-06-26 01:09:50,Brewski Bar,"22 Caxton St Brisbane City, QLD 4000 Australia",Brisbane Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7149,0.0,689,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XHBnP1JDWQncFsD6jJGqIQAAAA%26pid%3D,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,41.8789,-87.6264,2023-06-26 01:09:50,2Twenty2 Tavern,"222 South Wabash Avenue Chicago, IL 60604 United States",Chicago Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7151,0.0,662,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.f3HZ5eCbR7hV-J_i3jKZUAAAAA%26pid%3D,,,2021-12-25 00:00:00,2021-12-25 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,40.7033,-74.011,2023-06-26 01:09:50,The Dead Rabbit NYC,"30 Water Street New York, NY 10004 United States",New York Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7154,0.0,652,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.UaFnMJ-TG4_XiHG_FNjuQQHaE2%26pid%3D,,,2021-12-25 15:00:00,2021-12-26 08:00:00,20.0,,,0.0,0.0,0.0,,,0.00,25.0745,55.1294,2023-06-26 01:09:50,Bla Bla Dubai,5101 Messer Street Beach by Meraas Mall - Jumeirah Beach Residen,Sugar  Babies Dubai,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7158,0.0,667,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.n78CYNuGnWo-B4QKJ8hwDgHaFj%26pid%3D,,,2021-12-25 00:00:00,2021-12-25 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,6.2075,-75.5681,2023-06-26 01:09:50,La Octava Bar,"#37a-49 Calle 8 Medellín, Antioquia 050021 Colombia",Sugar  Babies Medellin Columbia,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7159,0.0,668,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.lol-1A-JDllvqfdxaAmOcQHaEc%26pid%3D,,,2021-12-24 22:00:00,2021-12-25 15:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-23.5518,-46.651,2023-06-26 01:09:50,Lab Club,"523 Rua Augusta Consolação, SP 01305-000 Brazil",Sugar  Babies Sao Paulo Brazil,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7160,0.0,690,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.OUxjwsKxvxG1ibCCBclz0gHaHa%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,37.7794,-122.423,2023-06-26 01:09:50,Smuggler's Cove,"650 Gough Street San Francisco, CA 94102 United States",San Francisco Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7161,0.0,691,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.caHVCpoXgFxTC4Cxke9D8wHaHa%26,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,29.743,-95.3969,2023-06-26 01:09:50,Anvil Bar & Refuge,"1424 Westheimer Road Houston, TX 77006 United States",Houston Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7162,0.0,692,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.SRIIe9azXlmgMyVYdPYGugHaFK%26pid%3D,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-33.8696,151.206,2023-06-26 01:09:50,The Baxter Inn,"152-156 Clarence Street Sydney, NSW 2000 Australia",Sydney Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7163,0.0,693,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.cwz-bAxZEm6rgD8WpcJy4wHaFj%26pid%3D,,,2021-12-25 00:00:00,2021-12-25 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,39.9498,-75.1732,2023-06-26 01:09:50,The Library Bar,"210 West Rittenhouse Square Philadelphia, PA 19103 United States",Philadelphia Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7164,0.0,694,0,,No Image Found,,,2021-12-25 02:00:00,2021-12-25 19:00:00,20.0,,,0.0,0.0,0.0,,,0.00,33.4575,-112.071,2023-06-26 01:09:50,Sazerac PHX - Cocktails and Craft - Indoor Outdoor,"821 North 2nd Street Phoenix, AZ 85004 United States",Phoenix Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7165,0.0,695,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.08NJ9T7OIfX11Aba--prBwAAAA%26pid%3D,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,36.1611,-86.7774,2023-06-26 01:09:50,Dierks Bentley's Whiskey Row - Nashville,"400 Broadway Nashville, TN 37203 United States",Nashville Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7166,0.0,696,0,,No Image Found,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,32.7803,-96.8,2023-06-26 01:09:50,One Eyed Penguin,"1404 Main Dallas, TX 75202 United States",Dallas Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7168,0.0,697,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.bXdTzhqDVO_DyvhzjqUa5QHaEK%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,45.5183,-122.682,2023-06-26 01:09:50,"Swine Restaurant, Moonshine & Whisky Bar","808 Southwest Taylor Street Portland, OR 97205 United States",Portland Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7169,0.0,698,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.hbA8I14RL3b7aKMUv47TwQHaDC%26pid%3D,,,2021-12-24 08:00:00,2021-12-25 01:00:00,20.0,,,0.0,0.0,0.0,,,0.00,-37.812,144.965,2023-06-26 01:09:50,Rooftop Bar,"Curtin House, level 7/252 Swanston St Melbourne, VIC 3000 Austra",Melbourne Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7170,0.0,699,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.erWxX2HHjAtSNWLZLEXEHAHaHa%26pid%3D,,,2021-12-25 00:00:00,2021-12-25 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,25.796,-80.13,2023-06-26 01:09:50,Sweet Liberty Drinks & Supply Company,"237 20th Street #suite b Miami Beach, FL 33139 United States",Miami Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7171,0.0,700,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.3w3Fd-WFp3KfpnK5TbjWrAHaHa%26pid%3D,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,30.2671,-97.74,2023-06-26 01:09:50,Midnight Cowboy,"313 East 6th Street Austin, TX 78701 United States",Austin Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7172,0.0,701,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.auhHLc2Yq94vPdRbFMt7NQAAAA%26pid%3D,,,2021-12-25 01:00:00,2021-12-25 18:00:00,20.0,,,0.0,0.0,0.0,,,0.00,29.4167,-98.4888,2023-06-26 01:09:50,Bar America,"723 South Alamo Street San Antonio, TX 78205 United States",San Antonio Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7173,0.0,702,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.8RaauAWRzLFMc2O3IsJ4cAAAAA%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,34.0441,-118.263,2023-06-26 01:09:50,Caña Rum Bar,"714 West Olympic Boulevard Los Angeles, CA 90015 United States",Los Angeles Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7174,0.0,703,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0FqT_gvbfgTb9lDAx0GGIgAAAA%26pid%3D,,,2021-12-25 00:00:00,2021-12-25 17:00:00,20.0,,,0.0,0.0,0.0,,,0.00,42.361,-71.0568,2023-06-26 01:09:50,Hennessy’s Bar,"25 Union Street Boston, MA 02108 United States",Boston Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7175,0.0,704,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.explicit.bing.net%2Fth%3Fid%3DOIP.U79HZwHi13pO6ctwsN9n6QHaEq%26,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,47.6068,-122.338,2023-06-26 01:09:50,Diller Room,"1224 1st Avenue Seattle, WA 98101 United States",Seattle Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7177,0.0,705,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.XKnP4ldRl8cL0Y4p_YmYpgHaJ6%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,32.7381,-117.176,2023-06-26 01:09:50,Aero Club Bar,"3365 India Street San Diego, CA 92103 United States",San Diego Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7178,0.0,706,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.eUkLVDyq7dZGi8jOhqFDqgHaLH%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,36.1674,-115.138,2023-06-26 01:09:50,Oak & Ivy,"707 East Fremont Street Las Vegas, NV 89101 United States",Las Vegas Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
7180,0.0,707,0,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.NxL3Rne3srxiU8p-62d0LAHaD9%26pid%3D,,,2021-12-25 03:00:00,2021-12-25 20:00:00,20.0,,,0.0,0.0,0.0,,,0.00,37.3348,-121.89,2023-06-26 01:09:50,55 - Fifty Five South,"55 South First Street San Jose, CA 95113 United States",San Jose Expat Friends,0.0,5.0,0.0,4,,0.0,0000-00-00,1.0,0.0,,0,0,
