venue_id,title,address,updated_at,lat,lon,total_participants,max_distance,recent_messages
300,Tony’s on Brunswick,"239 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4571,153.033,0,55,
301,Kittens Strip Club - Brisbane,"239 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4571,153.033,0,55,
302,The Grosvenor The Valley - Tople,"206 Wickham St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4578,153.033,0,55,
303,CLUB29,"29 McLachlan St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4587,153.036,0,55,
304,Na Laje,"758 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4567,153.037,0,55,
305,The Cabaret Nightclub,"217 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4566,153.032,0,55,
306,Drunken Monkey,"18 McLachlan St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4593,153.035,0,55,
307,Su Casa Nightclub,"239 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4571,153.033,0,55,
308,Laruche,"680 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4581,153.035,0,55,
309,Mi Casa Nightclub Brisbane,"239 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4571,153.033,0,55,
310,Eye Candy Strip Club,"249 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4573,153.033,0,55,
311,Cloudland,"641 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4589,153.035,0,55,
312,Valley Social Club,"188 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.456,153.032,0,55,
313,Ella Sabe,"621 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4593,153.035,0,55,
314,Goodlife Health Clubs Fortitude,"Homemaker The Valley North, Montpelier Rd &, Wickham St, Fortitu",0000-00-00 00:00:00,-27.4502,153.04,1,55,
315,The Palace Lounge Bar,"12 Duncan St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4581,153.033,0,55,
316,BLVD NIGHTCLUB,"693 Ann St, Fortitude Valley QLD 4006, Australia",2022-05-28 05:15:04,-27.4579,153.036,1,55,"[{""text"":""Updated Venue"",""_id"":""665"",""createdAt"":""2022-05-28T12:15:03.380Z"",""user"":{""_id"":""665"",""name"":""Brenda"",""avatar"":""|2063419226_1653683912.jpeg""}}]"
317,Marquee Bar,"336 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4583,153.035,0,55,
318,Players Brisbane,"180 Mary St, Brisbane City QLD 4000, Australia",0000-00-00 00:00:00,-27.4703,153.029,0,55,
319,Ric's Bar,"321 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4582,153.034,0,55,
320,Woolly Mammoth Mane Stage,"633 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.459,153.035,0,55,
321,Farrier Bar & Supper Club,"164 Arthur St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4576,153.041,0,55,
322,Holey Moley Golf Club Fortitude,"25 Warner St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4572,153.035,0,55,
323,The Wickham,"308 Wickham St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.456,153.035,0,55,
324,Oche Fortitude Valley,"111 Constance St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.455,153.035,0,55,
325,Bloodhound Corner Bar & Kitchen,"454 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4601,153.037,0,55,
326,Finn McCool's Fortitude Valley,"295 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.458,153.034,0,55,
328,Osbourne Hotel,"766 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4565,153.037,0,55,
329,Shhh! Brisbane,"0 Constance St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4564,153.037,0,55,
330,The Valley Wine Bar,"171 Alfred St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4572,153.032,1,55,
332,Elixir Rooftop Bar,"646 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4587,153.035,0,55,
333,At Sixes And Sevens,"67 James St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4577,153.041,0,55,
334,Tomcat,"1/210 Wickham St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4577,153.033,0,55,
335,Blute's Bar,"Ground Level, 322 Brunswick St, Fortitude Valley QLD 4006, Austr",0000-00-00 00:00:00,-27.4581,153.035,0,55,
336,Pig 'N' Whistle Brunswick Street,"Brunswick Street &, Robertson St, Fortitude Valley QLD 4006, Aus",0000-00-00 00:00:00,-27.46,153.037,0,55,
337,Savile Row,"667 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4583,153.035,0,55,
338,Dutch Courage - gin bar & restau,"51 Alfred St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4548,153.034,0,55,
340,Gerard's Bar,"13a/23 James St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4569,153.039,0,55,
341,Empire Hotel,"339 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4587,153.035,0,55,
342,B. Lucky & Sons Fortitude Valley,"TCB, Shop T1/315 Brunswick St, Fortitude Valley QLD 4006, Austra",0000-00-00 00:00:00,-27.4584,153.034,0,55,
343,Lobby Bar,"48 James St, Fortitude Valley QLD 4006, Australia",2022-06-01 02:52:15,-27.4565,153.04,0,55,"[{""text"":""Updated Venue"",""_id"":""205"",""createdAt"":""2022-06-01T09:52:14.257Z"",""user"":{""_id"":""205"",""name"":""Callum"",""avatar"":""|1141643216_1637940927.jpeg""}},{""text"":""Updated Venue"",""_id"":""205"",""createdAt"":""2022-06-01T09:41:04.681Z"",""user"":{""_id"":""205"",""name"":""Callum"",""avatar"":""|1141643216_1637940927.jpeg""}}]"
344,MAYA Mexican,"757 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4569,153.037,0,55,
345,Mr Chester Wine Bar & Bistro,"2/850 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4549,153.038,2,55,
346,Ivory Tusk,"1/633 Ann St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4591,153.035,1,55,
347,Waterloo Hotel,"Ann St &, Commercial Rd, Fortitude Valley QLD 4006, Australia",2022-06-01 03:43:00,-27.4527,153.041,0,55,"[{""text"":""Updated Venue"",""_id"":""205"",""createdAt"":""2022-06-01T10:42:59.001Z"",""user"":{""_id"":""205"",""name"":""Callum"",""avatar"":""|1141643216_1637940927.jpeg""}},{""text"":""Updated Venue"",""_id"":""205"",""createdAt"":""2022-06-01T09:51:57.520Z"",""user"":{""_id"":""205"",""name"":""Callum"",""avatar"":""|1141643216_1637940927.jpeg""}}]"
348,Greaser,"259 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4574,153.033,0,55,
349,The Sound Garden,"318 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4579,153.035,0,55,
350,Alfred & Constance,"132 Constance St, Fortitude Valley QLD 4006, Australia",2022-06-01 03:08:15,-27.4545,153.034,0,55,"[{""text"":""Updated Venue"",""_id"":""205"",""createdAt"":""2022-06-01T10:08:14.512Z"",""user"":{""_id"":""205"",""name"":""Callum"",""avatar"":""|1141643216_1637940927.jpeg""}}]"
351,Hotel Carrington,"143 Wickham St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4587,153.033,0,55,
353,Brunswick Hotel,"569 Brunswick St, New Farm QLD 4005, Australia",0000-00-00 00:00:00,-27.4624,153.04,0,55,
354,Gerard’s Bistro,"14/15 James St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4565,153.039,0,55,
355,Viscosity,"11 Connor St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4566,153.038,0,55,
356,Stone & Copper,"1/421 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4598,153.037,0,55,
357,Harveys,"4/31 James St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4568,153.04,0,55,
358,Our Place,"299 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.458,153.034,0,55,
359,Baedeker - Wine Bar,"111 Constance St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.455,153.035,0,55,
361,Netherworld,"186 Brunswick St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4559,153.032,1,55,
362,Jolly Roger Bar Fortitude Valley,"187 Wickham St, Fortitude Valley QLD 4006, Australia",0000-00-00 00:00:00,-27.4579,153.033,0,55,
363,Suzie Wongs Good Time Bar,"678 Ann St, Brisbane City QLD 4003, Australia",0000-00-00 00:00:00,-27.4582,153.035,0,55,
364,The University Of Queensland,St Lucia QLD 4072,0000-00-00 00:00:00,-27.502,153.007,1,300,
365,The Red Room,St Lucia QLD 4072,0000-00-00 00:00:00,-27.502,153.007,1,300,
366,The Metropolitan Museum of Art,"1000 5th Ave, New York, NY 10028, United States",2022-04-01 15:20:35,40.7731,-73.9665,1,200,"[{""text"":""Updated Venue"",""_id"":""546"",""createdAt"":""2022-04-01T22:20:34.841Z"",""user"":{""_id"":""546"",""name"":""Andrea Montalvo"",""avatar"":""|264443368_1646286285.jpeg""}},{""text"":""Updated Venue"",""_id"":""571"",""createdAt"":""2022-03-30T09:55:05.562Z"",""user"":{""_id"":""571"",""name"":""Queenofhearts"",""avatar"":""|83608708_1648618689.jpeg""}},{""text"":""Updated Venue"",""_id"":""569"",""createdAt"":""2022-03-30T05:17:19.525Z"",""user"":{""_id"":""569"",""name"":""Rolanda Blanc"",""avatar"":""|898484018_1648617163.jpeg""}},{""text"":""Updated Venue"",""_id"":""547"",""createdAt"":""2022-03-05T12:27:45.360Z"",""user"":{""_id"":""547"",""name"":""Michael"",""avatar"":""|443890089_1646482863.jpeg""}}]"
367,Central Park NY,"New York, NY, USA",2022-01-31 18:40:49,40.775,-73.972,0,500,"[{""text"":""Updated Venue"",""_id"":""535"",""createdAt"":""2022-02-01T02:40:48.960Z"",""user"":{""_id"":""535"",""name"":""Liz"",""avatar"":""|1163970636_1643683105.jpeg""}},{""text"":""Hi"",""user"":{""_id"":""384"",""name"":""Littlegirl21"",""avatar"":""|""},""createdAt"":""2022-01-08T18:51:57.699Z"",""_id"":""c0a0aef4-9f40-45e6-9af0-40f9aa8ea43a""},{""text"":""Hi"",""user"":{""_id"":""384"",""name"":""Littlegirl21"",""avatar"":""|""},""createdAt"":""2022-01-08T18:50:00.925Z"",""_id"":""2eac439b-8c67-434a-ba48-4657de8d03cc""},{""text"":""Updated Venue"",""_id"":""384"",""createdAt"":""2022-01-08T18:49:56.620Z"",""user"":{""_id"":""384"",""name"":""Littlegirl21"",""avatar"":""|""}}]"
368,Myer Center Brisbane,"91 Queen St, Brisbane City QLD 4000",0000-00-00 00:00:00,-27.4707,153.025,0,200,
369,Queensland University Of Technolgy,"2 George St, Brisbane City QLD 4000",0000-00-00 00:00:00,-27.4758,153.028,1,300,
370,Underground Pub,"Al Falea Street, Jumeirah Beach - Dubai - United Arab Emirates",0000-00-00 00:00:00,25.0859,55.1414,0,55,
371,Cobra Kai,35Q2+WWC - Al Sufouh - Al Sufouh 2 - Dubai - United Arab Emirate,0000-00-00 00:00:00,25.0898,55.1523,0,55,
372,Barasti Beach Club,Le Meridien Mina Syahi Beach Resort & Marina - Dubai Marina - Du,2023-04-23 02:00:11,25.0924,55.1455,1,55,"[{""text"":""Updated Venue"",""_id"":""665"",""createdAt"":""2023-04-23T09:00:10.354Z"",""user"":{""_id"":""665"",""name"":""Brenda"",""avatar"":""|2063419226_1653683912.jpeg""}},{""text"":""Updated Venue"",""_id"":""986"",""createdAt"":""2022-11-07T10:39:07.070Z"",""user"":{""_id"":""986"",""name"":""Mirza"",""avatar"":""|569880419_1667464660.png""}},{""text"":""Any upcoming meetup?"",""user"":{""_id"":""846"",""name"":""Adi"",""avatar"":""|982771410_1665424746.png""},""createdAt"":""2022-10-11T05:01:33.030Z"",""_id"":""a6aa6f17-d9a1-44e7-a3ea-82bf8a0c09e8""},{""text"":""This weekend"",""user"":{""_id"":""665"",""name"":""Brenda"",""avatar"":""|2063419226_1653683912.jpeg""},""createdAt"":""2022-09-21T19:36:17.188Z"",""_id"":""98262392-8c9c-44af-8a57-053841902e17""}]"
373,Soul,The Walk - Jumeirah Beach Residence - Dubai - United Arab Emirat,0000-00-00 00:00:00,25.0835,55.1402,0,55,
374,ICON Bar & Lounge,Al Falak St - Al Sufouh - Al Sufouh 2 - Dubai - United Arab Emir,0000-00-00 00:00:00,25.0936,55.1554,1,55,
375,Q43,"Al Falak Street, Dubai Media City Plot No.1, Media One Tower 43r",0000-00-00 00:00:00,25.0899,55.1524,0,55,
376,Pool Bar,King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai - Un,0000-00-00 00:00:00,25.0861,55.1411,0,55,
377,Latitude 25,"Le Méridien Mina Seyahi Beach Resort & Marina, Al Sufouh Road، D",0000-00-00 00:00:00,25.092,55.1473,1,55,
378,Infinity Bar,King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai - Un,0000-00-00 00:00:00,25.0844,55.1403,0,55,
379,Speakeasy,"Delta Hotels by Marriott Jumeirah Beach, Dubai, Bahar 7 - Jumeir",0000-00-00 00:00:00,25.0779,55.1361,1,55,
380,Observatory,King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai - Un,0000-00-00 00:00:00,25.0877,55.146,1,55,
381,Bar 44,"Grosvenor House Dubai, Al Emreef Street - Dubai - United Arab Em",2022-10-28 03:27:47,25.0858,55.1439,0,55,"[{""text"":""Anyone coming at Agenda Dubai tomorrow!"",""user"":{""_id"":""947"",""name"":""Ridham "",""avatar"":""|223209993_1666775138.png""},""createdAt"":""2022-10-28T10:27:46.476Z"",""_id"":""8c0b9a5a-db92-4715-8f3c-64dd2cb6e94f""},{""text"":""Hey"",""user"":{""_id"":""739"",""name"":""Gopakumar "",""avatar"":""|1099184436_1663768413.png""},""createdAt"":""2022-09-23T06:14:43.420Z"",""_id"":""2ac79440-f2c8-4db6-97ac-58de534c6d6c""},{""text"":""Iu2019m new here"",""user"":{""_id"":""617"",""name"":""Abigael Williams"",""avatar"":""|1890095863_1649670083.jpeg""},""createdAt"":""2022-04-11T09:42:37.454Z"",""_id"":""b7f95131-a1f7-4cc4-858b-1688dcdb6a6b""},{""text"":""Hi"",""user"":{""_id"":""617"",""name"":""Abigael Williams"",""avatar"":""|1890095863_1649670083.jpeg""},""createdAt"":""2022-04-11T09:42:25.284Z"",""_id"":""ce8b9590-d354-438a-a55c-2f269c03e7b5""}]"
382,garden on 8,Media One - Al Sufouh - Dubai Media City - Dubai - United Arab E,2022-09-03 00:30:06,25.0898,55.1524,0,55,"[{""text"":""Updated Venue"",""_id"":""676"",""createdAt"":""2022-09-03T07:30:05.695Z"",""user"":{""_id"":""676"",""name"":""Stephany"",""avatar"":""|1971878664_1661276120.png""}}]"
383,Siddharta Lounge by Buddha Bar,Grosvenor House Dubai - Al Emreef St - Dubai Marina - Dubai - Un,0000-00-00 00:00:00,25.0865,55.1434,1,55,
384,Horizon,Le Meridien Mina Seyahi Beach Resort & Marina - Dubai - United A,0000-00-00 00:00:00,25.0922,55.1469,0,55,
385,Jetty Lounge,One&Only Royal Mirage - King Salman Bin Abdulaziz Al Saud St - D,0000-00-00 00:00:00,25.097,55.1506,0,55,
386,Oeno Bar,"Oeno, The Westin Dubai Mina Seyahi Beach Resort & Marina - Dubai",0000-00-00 00:00:00,25.093,55.1488,0,55,
387,Horizon Lounge,"Al Falea Street, Jumeirah Beach - Dubai - United Arab Emirates",0000-00-00 00:00:00,25.0859,55.1414,0,55,
388,Baby Q,"Media One Tower, 43rd Floor - Dubai Media City - Dubai - United ",2022-10-27 03:02:28,25.0898,55.1529,0,55,"[{""text"":""Where is location"",""user"":{""_id"":""954"",""name"":""Aftab"",""avatar"":""|1833063097_1666864732.png""},""createdAt"":""2022-10-27T10:02:26.448Z"",""_id"":""db5c731c-35d7-4247-99e5-7e51d9dd1a71""},{""text"":""Hello"",""user"":{""_id"":""954"",""name"":""Aftab"",""avatar"":""|1833063097_1666864732.png""},""createdAt"":""2022-10-27T10:02:16.860Z"",""_id"":""15ce762d-75d5-4a91-af73-769bb6d18e51""},{""text"":""Updated Venue"",""_id"":""665"",""createdAt"":""2022-09-23T09:04:42.753Z"",""user"":{""_id"":""665"",""name"":""Brenda"",""avatar"":""|2063419226_1653683912.jpeg""}}]"
389,Spike Bar,Emirates Golf Club - Emirates Hills 2 - Dubai - United Arab Emir,0000-00-00 00:00:00,25.0852,55.1599,1,55,
390,caféM,Al Falak St - Al Sufouh - Al Sufouh 2 - Dubai - United Arab Emir,2022-09-22 14:09:16,25.09,55.1525,0,55,"[{""text"":""Updated Venue"",""_id"":""745"",""createdAt"":""2022-09-22T21:09:15.962Z"",""user"":{""_id"":""745"",""name"":""Syed Minhaj "",""avatar"":""|614576653_1663879972.png""}}]"
391,Buddha Bar,Grosvenor House Dubai - Al Emreef St - Dubai - United Arab Emira,0000-00-00 00:00:00,25.086,55.144,0,55,
392,Shades,Le Royal Meridien Beach Resort & Spa - Al Mamsha St - Dubai Mari,0000-00-00 00:00:00,25.0834,55.1402,1,55,
393,Library Bar,"The Ritz-Carlton, Dubai - Jumeirah Beach Residence - Dubai - Uni",2022-04-08 06:54:32,25.0825,55.1374,0,55,"[{""text"":""Katlyn is that you up near the front"",""_id"":""82"",""createdAt"":""2022-04-08T13:54:30.251Z"",""user"":{""_id"":""82"",""name"":""u0421u043eu0444u0438u044f"",""avatar"":""|2058456301_1625746244.jpeg""}},{""text"":""Updated Venue"",""_id"":""519"",""createdAt"":""2022-04-08T13:54:30.246Z"",""user"":{""_id"":""519"",""name"":""Julia"",""avatar"":""|757077779_1643486682.jpeg""}}]"
394,The Shoreditch DXB,The Westin Dubai Mina Seyahi Beach Resort & Marina - Dubai - Uni,2021-12-29 05:00:44,25.0932,55.1493,0,55,"[{""text"":""Updated Venue"",""_id"":""250"",""createdAt"":""2021-12-29T13:00:44.224Z"",""user"":{""_id"":""250"",""name"":""Jason"",""avatar"":""|1714918865_1639986707.png""}}]"
395,Tamanya Terrace,4 Al Falak St - Al Sufouh - Al Sufouh 2 - Dubai - United Arab Em,0000-00-00 00:00:00,25.0938,55.1554,0,55,
396,The Rooftop Terrace,One&Only Royal Mirage - King Salman Bin Abdulaziz Al Saud St - D,0000-00-00 00:00:00,25.0992,55.1537,0,55,
397,Nezesaussi Grill Dubai Marina,"Address Dubai Marina Al Marsa Street, 66, Dubai Marina, 32923 - ",2022-04-08 06:54:31,25.0775,55.1403,0,55,"[{""text"":""horny tonight"",""_id"":""587"",""createdAt"":""2022-04-08T13:54:30.253Z"",""user"":{""_id"":""587"",""name"":""Remi"",""avatar"":""|242868273_1649398039.jpeg""}},{""text"":""Updated Venue"",""_id"":""250"",""createdAt"":""2021-12-29T13:00:22.006Z"",""user"":{""_id"":""250"",""name"":""Jason"",""avatar"":""|1714918865_1639986707.png""}}]"
398,The Back Door,The Walk - Jumeirah Beach Residence - Dubai - United Arab Emirat,0000-00-00 00:00:00,25.08,55.1372,0,55,
399,Hoxton Bar & Urban Eatery,"B1, Armada BlueBay Hotel, Cluster P - Dubai - United Arab Emirat",2022-10-11 09:50:12,25.075,55.1454,1,55,"[{""text"":""Updated Venue"",""_id"":""852"",""createdAt"":""2022-10-11T16:50:10.362Z"",""user"":{""_id"":""852"",""name"":""Fabrice"",""avatar"":""|621763759_1665506429.png""}}]"
400,Baby Q Dubai,Media One Tower 43rd Floor - Dubai Media City - Dubai - United A,2022-09-23 02:04:28,25.09,55.1525,0,55,"[{""text"":""Updated Venue"",""_id"":""665"",""createdAt"":""2022-09-23T09:04:27.943Z"",""user"":{""_id"":""665"",""name"":""Brenda"",""avatar"":""|2063419226_1653683912.jpeg""}},{""text"":""Updated Venue"",""_id"":""745"",""createdAt"":""2022-09-22T21:09:08.433Z"",""user"":{""_id"":""745"",""name"":""Syed Minhaj "",""avatar"":""|614576653_1663879972.png""}}]"
401,Coco Lounge,Media One Hotel - Al Falak St - Dubai - United Arab Emirates,0000-00-00 00:00:00,25.0898,55.1524,0,55,
402,Ginter,InterContinental Dubai Marina - King Salman Bin Abdulaziz Al Sau,2022-11-25 09:38:08,25.0789,55.1379,0,55,"[{""text"":""Updated Venue"",""_id"":""1134"",""createdAt"":""2022-11-25T17:38:06.760Z"",""user"":{""_id"":""1134"",""name"":""Kevser"",""avatar"":""|209829942_1669397551.png""}}]"
403,West Beach Bistro & Sports Lounge,The Walk - Jumeirah Beach Residence - Dubai - United Arab Emirat,0000-00-00 00:00:00,25.0801,55.1369,1,55,
404,Pure Sky Lounge & Dining,Level 35 The Walk - Jumeirah Beach Residence - Dubai - United Ar,2021-12-29 05:00:56,25.0785,55.1348,1,55,"[{""text"":""Updated Venue"",""_id"":""250"",""createdAt"":""2021-12-29T13:00:55.907Z"",""user"":{""_id"":""250"",""name"":""Jason"",""avatar"":""|1714918865_1639986707.png""}}]"
405,Lounge 101,"West Crescent, Palm Jumeirah One&Only The Palm - Dubai - United ",2022-10-16 03:28:22,25.1,55.136,0,55,"[{""text"":""Updated Venue"",""_id"":""889"",""createdAt"":""2022-10-16T10:28:22.177Z"",""user"":{""_id"":""889"",""name"":""Sagar"",""avatar"":""|734799122_1665901474.png""}},{""text"":""Updated Venue"",""_id"":""889"",""createdAt"":""2022-10-16T10:28:03.669Z"",""user"":{""_id"":""889"",""name"":""Sagar"",""avatar"":""|734799122_1665901474.png""}}]"
406,Pitchers Dubai,Armada BlueBay Hotel - Dubai - United Arab Emirates,0000-00-00 00:00:00,25.075,55.1454,0,55,
407,CROWN & LION English Bar,Ground Floor - Byblos Hotel Barsha Heights - Barsha Heights - Du,2022-09-22 14:07:46,25.0975,55.1734,0,55,"[{""text"":""Updated Venue"",""_id"":""745"",""createdAt"":""2022-09-22T21:07:43.549Z"",""user"":{""_id"":""745"",""name"":""Syed Minhaj "",""avatar"":""|614576653_1663879972.png""}},{""text"":""come and scan me ... "",""_id"":""662"",""createdAt"":""2022-08-24T14:07:06.286Z"",""user"":{""_id"":""662"",""name"":""New Player"",""avatar"":""|1352706115_1653638888.jpeg""}}]"
408,The Beach Bar & Grill by Mauro Colagreco,King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai - Un,0000-00-00 00:00:00,25.0988,55.1524,0,55,
409,Urban Bar & Kitchen - UBK,Promenade Level - Cluster A - Jumeirah Lakes Towers - Dubai - Un,2022-10-21 22:04:55,25.066,55.1383,1,55,"[{""text"":""Updated Venue"",""_id"":""918"",""createdAt"":""2022-10-22T05:04:53.812Z"",""user"":{""_id"":""918"",""name"":""Prem anand"",""avatar"":""|845308458_1666235565.png""}},{""text"":""Updated Venue"",""_id"":""852"",""createdAt"":""2022-10-11T16:48:59.049Z"",""user"":{""_id"":""852"",""name"":""Fabrice"",""avatar"":""|621763759_1665506429.png""}},{""text"":""Hello everyone"",""user"":{""_id"":""303"",""name"":""Jenna"",""avatar"":""|589959837_1639817233.jpeg""},""createdAt"":""2022-04-03T06:55:22.402Z"",""_id"":""623ddcd2-7c3d-4bc9-8ad6-a24e765e1e8f""},{""text"":""Updated Venue"",""_id"":""303"",""createdAt"":""2022-04-03T06:52:41.397Z"",""user"":{""_id"":""303"",""name"":""Jenna"",""avatar"":""|589959837_1639817233.jpeg""}}]"
410,Chameleon Club Dubai,"P Level - Byblos Hotel, Barsha Heights Barsha Heights - Barsha H",2022-09-22 14:07:48,25.0975,55.1736,0,55,"[{""text"":""Updated Venue"",""_id"":""745"",""createdAt"":""2022-09-22T21:07:48.438Z"",""user"":{""_id"":""745"",""name"":""Syed Minhaj "",""avatar"":""|614576653_1663879972.png""}},{""text"":""Updated Venue"",""_id"":""676"",""createdAt"":""2022-09-06T09:11:30.399Z"",""user"":{""_id"":""676"",""name"":""Stephany"",""avatar"":""|1971878664_1661276120.png""}}]"
